name_title,description
Liz Claiborne® Blakely Sheer Regent Valance,"Create an elegant sanctuary in any room with this beautifully designed sheer window valance. gently filters light intricate floral damask pattern beaded trim 3"" rod pocket Measures 32x20""L. Sold individually; two shown. Polyester. Washable. Imported.  "
Disney Collection Mickey Rash Guard - Boys 2-8,"Coordinating perfectly with the Disney Collection boys swimwear, this rash guard has him stylishly protected from the sun. UPF 50+ contrast overlock stitching raglan-style sleeves polyester/spandex washable imported"
Dockers® Comfort Khaki Relaxed Flat-Front Pants,"With a comfort waistband and soft, stretch-easy fabric, these Dockers flat-front pants are about as relaxed as you can get and still look refined. stretch-easy, no-wrinkle fabric sits at waist relaxed fit through seat and thigh comfort waistband allows up to 2"" extra room zip fly with button closure front off-seam pockets double-welt, button-through back pockets flat front straight leg hemmed Wing & Anchor embroidery cotton/polyester/elastane washable imported"
Van Heusen® Patterned Fine-Gauge Sweater,This fine-gauge cotton sweater provides effortless warmth in your choice of business-savvy colors. v-neck long sleeves argyle chest stripe rib-knit cuffs and hem 100% cotton washable imported  
Nike® Therma-FIT Fleece Pants - Preschool Boys 4-7,"Help keep the cold at bay with training pants that feature extra warm, insulated Therma-FIT fleece fabric. elastic waistband side slit pockets polyester washable imported"
Woolrich White River Softspun Down-Alternative Plaid Comforter Set,"Playful plaid and brilliant blue combine to give this plush down-alternative comforter set a perfect look and feel. geometric plaid print in blue and brown on softspun fabric solid brown on back hypoallergenic down-alternative fill 2-piece Twin sets include: comforter sham 3-piece Full/Queen and King sets include: comforter 2 shams Twin and Full/Queen sets include standard sham(s). King sets include king shams. Polyester comforter with polyester fill; polyester sham(s).  Washable. Imported. Twin: comforter is 63x86""; sham is 26x20"" Full/Queen: comforter is 86x86""; shams are 26x20"" King: comforter is 102x86""; shams are 36x20"""
Hives and Honey Paris Jewelry Armoire,"Pretend you're in Paris when you're putting on your accessories that are stored in this French-influenced jewelry armoire. Carved detailing, beveled drawers and graceful curves make this antique walnut finish piece très chic.   mirrored top lid with lock top compartment has ring rolls and two open sections two side doors with metal necklace hooks seven drawers with divided compartments tasseled key included 17¼x10¾x39""H fiberboard with felt lining assembly required imported jewelry not included"
Love Reigns Sleeveless Printed Lace A-Line Dress,"Friends will envy you in this fitted, lace dress with endless movement due to its fun, layered length hemline. scoopneck approx. 36-42"" length from shoulder polyester/spandex hand wash, line dry imported"
Regal Fleece Down Alternative Blanket,"When cooler nights call for a little extra warmth, reach for this comforting fleece down-alternative blanket.   soft plush side reverses to pinstripe microfiber mid to extra warmth Polyester with polyester fill. Washable. Imported. Twin: 66x90"" Full/Queen: 90x90"" King: 104x90"""
Isotonic® Iso-Cool® Memory Foam Contour Pillow,"Sleep Better™ with the supremely plush Isotonic contour memory foam pillow that equalizes pressure and reduces tension.   300 thread-count cotton cover is zippered and hypoallergenic Outlast® Adaptive Comfort™ technology regulates body temperature, absorbing and releasing body heat as needed contour shape promotes neck and shoulder comfort Sold individually. Visco-elastic memory foam measures 14½x20½x5""H. Cover is washable; spot clean foam. Manufacturer's 5-year warranty. Made in America of imported materials. Be sure to care for your investment with a pillow protector. It's an added layer of protection that will help keep your pillow clean and fresh.    "
City Streets® Cropped Yoga Pants,"Whether you're feeling like a workout warrior or a couch potato, our comfy jersey knit yoga pants are the perfect choice. 22"" inseam cotton/spandex washable imported"
Jack Button-Tufted Wood Bench,"This captivating wood bench features a rich finish topped off with elegant button-tufted detailing and beautiful upholstery. hardwood and plywood frame high-density foam filling polyester spot clean with a clean, damp cloth or have professionally cleaned. 45Wx19Dx18""H imported"
Worthington® Drape-Back Tank Top - Plus,"The feminine look of our drape-back tank top makes this a must-have piece for your professional wardrobe. roundneck 31¼"" length polyester/spandex machine wash, dry flat imported "
Stylus™ Long-Sleeve Back-Pleat Oversized Shirt- Petite,"Our Stylus oversized shirt takes a traditional shirt and gives it a huge dose of excitement with an interesting back pleat. collar long sleeves chest pocket button down back pleat approx. 29¾"" length 100% cotton washable imported"
Nike® Solarsoft Mens Comfort Slide Sandals,"Featuring an intelligent blend of Nike’s two best cushioning technologies and a forward thinking design, our must-have slide sandals will be your go-to pair for comfort and style. technology stylish blend of Nike Solarsoft Foam and memory foam for an amazing ride construction synthetic upper natural motion grooves in the synthetic rubber sole details plush adjustable upper strap with high brand read and medial ventilation  "
"Circulon® Momentum 11"" Square Griddle","This Circulon Momentum square griddle combines durable performance with superior nonstick technology and dishwasher-safe cleaning convenience. TOTAL Nonstick System features top-quality PFOA-free, metal-utensil safe Autograph® nonstick on raised circles for exceptional food release and effortless cleanup heavy-gauge, hard-anodized aluminum construction distributes heat beautifully to reduce hot spots that can burn food silicone-enhanced stainless steel handle is dual riveted for durability and provides a comfortable, confident hand grip suitable for all stovetops except induction oven safe up to 400ºF   Aluminum with stainless steel/silicone handle. Dishwasher safe. Imported. "
Oster Electric Wine Opener,"Remove corks effortlessly from your favorite bottles of red or white with this electric wine opener. simple push-button operation easily opens up to 30 bottles on a single charge sleek, sophisticated design comfortable soft-grip handle cordless operation with recharging base includes foil cutter for easily removing seals AC current plastic/metal wipe clean with damp cloth 5x4x12""H imported"
Sunbeam® Heated Fleece Throw,"Cozy up this winter with the added warmth of a Sunbeam heated throw. The soft, cozy fleece keeps you extra warm and comfortable anytime you need it.   controller with 3 heat settings 3-hr. auto off 50x60"" Polyester. Washable and dryer safe. Imported. "
Delta Children's Products™ Disney Minnie Mouse Upholstered Sofa,"Delightful upholstered sofa features all the girly colors and images to be just right décor for her bow-tique. Pretty perk: the seat cushion removes to store all her valuable merchandise.   sturdy hardwood frame polyester fabric; polyurethane foam filling 33x17.1x18.3"" for children 18 months to 3 years and up to 80 lbs. fully assembled meets all JPMA safety standards wood/MDF/fire-resistant foam/spandex/plastic spot clean with mild soap and water imported"
a.n.a® Sleeveless Handkerchief-Hem Maxi Dress,"Give casual a feminine slant in our pretty handkerchief-hem maxi dress. v-neck sleeveless approx. 36⅞"" length from shoulder lined bodice only rayon washable imported"
totes® Perry Insulated Womens Cold-Weather Boots,"Keep your toes warm and your feet comfortable in our insulated faux-fur lined lace-up boots. synthetic/acrylic/metal/nylon upper 10"" shaft height Thermolite® insulation provides lightweight warmth faux fur/fleece lining rubber sole Measurements are approximate and may vary slightly by size."
Studio 1® Elbow-Sleeve Illusion Cage Sheath Dress - Petite,"The classic shape of a sheath dress gets new life with our intriguing illusion cage top design. crewneck back zip 35"" length from shoulder polyester/spandex hand wash, dry flat imported"
Hanes® 4-pk. ComfortBlend® Tagless V-Neck T-Shirt - Slim Fit,"Hanes ComfortBlend t-shirts features the perfect combination of softness, durability and shrink-resistance. package of 4 slim design fits closer to your body for a more tailored look ultra-soft comfortblend cotton-poly fabric dries quickly durable fabric shrinks less than 100% cotton and holds its shape tagless v-neck keeps shape wash after wash cotton/polyester washable imported"
Ecko Unltd.® Justified Short-Sleeve Tee - Big & Tall,"Conquer your day in comfort and style in our short-sleeve, crewneck tee by Ecko Unltd.●    crewneck●    short sleeves●    100% cotton●    washable●    imported  "
Star Wars: Force Awakens™ Short-Sleeve Red Threats T-Shirt,The only thing cooler than a red saber-wielding Kylo Ren is you repping the red threat in our jersey knit T-shirt. cotton/polyester washable imported
My Michelle® Sleeveless Scuba Skater Dress,"Our scuba skater dress has figure-flattering style for a flirty fun and a carefree attitude. roundneck sleeveless approx. 34"" length from shoulder polyester/spandex machine wash, line dry imported  "
